Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
986.0075684,89.49801636,986.0075684,102.5542374,986.0075684,102.7756577,986.0075684,102.9313889,986.0075684,102.6376343,986.0075684,103.1791534,986.0075684,102.7949448,986.0075684,102.8039474,986.0075684,102.7566681,986.0075684,102.4089203,986.0075684,102.4353409,986.0075684,102.663765,986.0075684,102.5416641,986.0075684,102.591774,986.0075684,102.5565262,986.0075684,102.4805069,986.0075684,102.6929474,986.0075684,102.5363464,986.0075684,102.6983414,986.0075684,102.4503479,986.0075684,102.5924835,986.0075684,102.2686234,986.0075684,102.3256989,986.0075684,99.52252197,986.0075684,99.34898376,986.0075684,99.8948288,986.0075684,99.87239838,986.0075684,99.77503967,986.0075684,100.1247406,986.0075684,99.9911499,986.0075684,99.51692963,986.0075684,99.61618042,986.0075684,99.87350464,986.0075684,99.81373596,986.0075684,99.87649536,986.0075684,99.83178711,986.0075684,99.53921509,986.0075684,99.58058167,986.0075684,99.36252594,986.0075684,99.37464905,986.0075684,99.34864044,986.0075684,98.32557678,986.0075684,98.08161163,986.0075684,98.22223663,986.0075684,98.06310272,986.0075684,98.26834106,986.0075684,98.17976379,986.0075684,97.85957336,986.0075684,97.71148682,986.0075684,97.43390656,986.0075684,97.51881409,986.0075684,97.55906677,986.0075684,97.49073029,986.0075684,98.05978394,986.0075684,97.99115753,986.0075684,97.53985596,986.0075684,97.37739563,986.0075684,97.86437988,986.0075684,97.56526947,986.0075684,97.55834198,986.0075684,97.92182922,986.0075684,98.69345093,986.0075684,99.18890381,986.0075684,98.88282776,986.0075684,99.41241455,986.0075684,99.46380615,986.0075684,99.25126648,986.0075684,99.55696106,986.0075684,99.28227997,986.0075684,99.37703705,986.0075684,99.29845428,986.0075684,99.09841919,986.0075684,99.19324493,986.0075684,99.02052307,986.0075684,99.37172699,986.0075684,99.0281601,986.0075684,99.16337585,986.0075684,99.16156769,986.0075684,99.16156006,986.0075684,99.40116119,986.0075684,99.05212402,986.0075684,72.71081543,986.0075684,72.50450134,986.0075684,72.59875488,986.0075684,72.91009521,986.0075684,72.53157806,986.0075684,72.61494446,986.0075684,72.33010864,986.0075684,72.305336,986.0075684,72.55093384,986.0075684,72.12330627,986.0075684,72.46847534,986.0075684,72.45220947,986.0075684,72.54680634,986.0075684,72.31434631,986.0075684,72.34592438,986.0075684,72.18926239,986.0075684,71.70353699,986.0075684,72.26013947,986.0075684,72.33297729,986.0075684,72.27350616,986.0075684,72.37345886,986.0075684,72.47356415,986.0075684,72.27150726,986.0075684,72.31105804,986.0075684,72.23995972,
984.9899902,89.56428528,984.9899902,103.0076523,984.9899902,103.1639481,984.9899902,103.3790741,984.9899902,103.0137329,984.9899902,103.1010132,984.9899902,103.0257111,984.9899902,103.1605835,984.9899902,103.097847,984.9899902,102.9600372,984.9899902,103.0421143,984.9899902,102.8035507,984.9899902,102.8958588,984.9899902,102.9912109,984.9899902,102.8265686,984.9899902,102.8600311,984.9899902,102.7833481,984.9899902,102.9321671,984.9899902,102.7389374,984.9899902,102.7491074,984.9899902,102.7555008,984.9899902,102.664856,984.9899902,102.7749023,984.9899902,100.0859833,984.9899902,99.7909317,984.9899902,99.95306396,984.9899902,100.0075073,984.9899902,100.0866394,984.9899902,100.1129837,984.9899902,99.8267746,984.9899902,99.89170837,984.9899902,99.63201904,984.9899902,99.8573761,984.9899902,99.93694305,984.9899902,99.7321701,984.9899902,100.1279602,984.9899902,99.53412628,984.9899902,99.6750946,984.9899902,99.48181915,984.9899902,99.66874695,984.9899902,99.44261169,984.9899902,98.24490356,984.9899902,98.05517578,984.9899902,98.48542023,984.9899902,98.12534332,984.9899902,98.29269409,984.9899902,98.23293304,984.9899902,97.69979095,984.9899902,97.70955658,984.9899902,97.86238098,984.9899902,97.66836548,984.9899902,97.88528442,984.9899902,97.75244904,984.9899902,98.06375885,984.9899902,98.24620056,984.9899902,97.89103699,984.9899902,97.75324249,984.9899902,97.73432159,984.9899902,97.93202209,984.9899902,97.95417023,984.9899902,97.82868195,984.9899902,98.64620209,984.9899902,99.48138428,984.9899902,99.03926086,984.9899902,99.58627319,984.9899902,99.48384094,984.9899902,99.52396393,984.9899902,99.26873779,984.9899902,99.25483704,984.9899902,99.23738861,984.9899902,99.43906403,984.9899902,99.11081696,984.9899902,99.38910675,984.9899902,99.10667419,984.9899902,99.18344879,984.9899902,99.15805817,984.9899902,99.26760864,984.9899902,99.15867615,984.9899902,99.27061462,984.9899902,99.50765991,984.9899902,99.46055603,984.9899902,72.54960632,984.9899902,72.67321014,984.9899902,72.75186157,984.9899902,72.68621826,984.9899902,72.5196991,984.9899902,72.41667175,984.9899902,72.49350739,984.9899902,72.18395233,984.9899902,72.74672699,984.9899902,72.32196045,984.9899902,72.56109619,984.9899902,72.47332764,984.9899902,72.57924652,984.9899902,72.34262848,984.9899902,72.57724762,984.9899902,72.30283356,984.9899902,71.75374603,984.9899902,72.3416748,984.9899902,72.45604706,984.9899902,72.21670532,984.9899902,72.26971436,984.9899902,72.32492828,984.9899902,72.37189484,984.9899902,72.36943817,984.9899902,72.35809326,
984.0036621,89.75183105,984.0036621,103.0685196,984.0036621,103.2410278,984.0036621,103.2117462,984.0036621,102.9279251,984.0036621,103.2391052,984.0036621,102.8687134,984.0036621,102.9793243,984.0036621,103.2805786,984.0036621,102.6887894,984.0036621,102.9404373,984.0036621,102.9781494,984.0036621,102.7817001,984.0036621,103.0392151,984.0036621,102.961113,984.0036621,102.8089294,984.0036621,102.922226,984.0036621,102.8382034,984.0036621,102.8553009,984.0036621,102.8632507,984.0036621,102.7320709,984.0036621,103.0529175,984.0036621,102.7779236,984.0036621,99.95269775,984.0036621,100.0248108,984.0036621,99.87651062,984.0036621,99.9982605,984.0036621,100.1427612,984.0036621,100.1413574,984.0036621,99.97099304,984.0036621,99.73519135,984.0036621,99.8223877,984.0036621,99.89279175,984.0036621,99.79957581,984.0036621,99.99333954,984.0036621,99.98439026,984.0036621,99.80190277,984.0036621,99.67919159,984.0036621,99.63638306,984.0036621,99.72265625,984.0036621,99.57669067,984.0036621,98.48832703,984.0036621,98.34488678,984.0036621,97.989151,984.0036621,98.2609787,984.0036621,98.21456909,984.0036621,98.47361755,984.0036621,98.06028748,984.0036621,97.62648773,984.0036621,97.82835388,984.0036621,97.77996063,984.0036621,98.04628754,984.0036621,97.67783356,984.0036621,97.94277191,984.0036621,98.10805511,984.0036621,97.86096954,984.0036621,97.63696289,984.0036621,98.0253067,984.0036621,97.80282593,984.0036621,97.95627594,984.0036621,97.94289398,984.0036621,98.75231934,984.0036621,99.44581604,984.0036621,99.28279877,984.0036621,99.56536102,984.0036621,99.54933929,984.0036621,99.63264465,984.0036621,99.51091003,984.0036621,99.60412598,984.0036621,99.45549011,984.0036621,99.46030426,984.0036621,99.26914978,984.0036621,99.34931946,984.0036621,98.91908264,984.0036621,99.31009674,984.0036621,99.2399292,984.0036621,99.2529068,984.0036621,99.06467438,984.0036621,99.28183746,984.0036621,99.6464386,984.0036621,99.58714294,984.0036621,72.60195923,984.0036621,72.48897552,984.0036621,72.64126587,984.0036621,72.7040863,984.0036621,72.64064789,984.0036621,72.46114349,984.0036621,72.40283966,984.0036621,72.3717041,984.0036621,72.60309601,984.0036621,72.2657547,984.0036621,72.55152893,984.0036621,72.66525269,984.0036621,72.48674011,984.0036621,72.29531097,984.0036621,72.40526581,984.0036621,72.41703033,984.0036621,71.78762817,984.0036621,72.50587463,984.0036621,72.38792419,984.0036621,72.26850891,984.0036621,72.40529633,984.0036621,72.5056076,984.0036621,72.30764771,984.0036621,72.41387939,984.0036621,72.31479645,
982.9848022,89.59643555,982.9848022,103.2467728,982.9848022,103.5492325,982.9848022,103.5611115,982.9848022,103.4230118,982.9848022,103.5895844,982.9848022,103.2850647,982.9848022,103.1405106,982.9848022,103.4575119,982.9848022,103.1544342,982.9848022,103.5499725,982.9848022,103.1508942,982.9848022,103.3000946,982.9848022,103.1317139,982.9848022,103.2153931,982.9848022,103.2638779,982.9848022,103.3069611,982.9848022,103.2188416,982.9848022,103.1591263,982.9848022,103.2198944,982.9848022,103.0523987,982.9848022,103.0067062,982.9848022,103.1686554,982.9848022,100.5916748,982.9848022,100.3275909,982.9848022,100.4331589,982.9848022,100.3617172,982.9848022,100.484993,982.9848022,100.7184372,982.9848022,100.3665771,982.9848022,100.2163544,982.9848022,100.1791229,982.9848022,100.4814529,982.9848022,100.6120911,982.9848022,100.3179321,982.9848022,100.1370163,982.9848022,100.0637741,982.9848022,100.3638763,982.9848022,100.0681152,982.9848022,99.96224213,982.9848022,100.0959244,982.9848022,98.81879425,982.9848022,98.70114899,982.9848022,98.65970612,982.9848022,98.55302429,982.9848022,98.79759979,982.9848022,98.76222992,982.9848022,98.23855591,982.9848022,98.14239502,982.9848022,98.07710266,982.9848022,98.39550781,982.9848022,98.20893097,982.9848022,98.15011597,982.9848022,98.50048828,982.9848022,98.45764923,982.9848022,98.064888,982.9848022,98.01637268,982.9848022,98.35014343,982.9848022,97.99668884,982.9848022,98.19773102,982.9848022,98.18969727,982.9848022,99.1341629,982.9848022,99.80844116,982.9848022,99.34333038,982.9848022,99.80031586,982.9848022,99.92752838,982.9848022,99.91295624,982.9848022,99.91010284,982.9848022,99.9187851,982.9848022,99.69389343,982.9848022,100.1602554,982.9848022,99.63680267,982.9848022,99.80854797,982.9848022,99.39326477,982.9848022,99.82662201,982.9848022,99.53360748,982.9848022,99.64144897,982.9848022,99.70235443,982.9848022,99.77510834,982.9848022,99.70959473,982.9848022,99.59922028,982.9848022,72.85330963,982.9848022,72.77858734,982.9848022,72.85345459,982.9848022,73.01953888,982.9848022,72.73926544,982.9848022,72.8407135,982.9848022,72.75060272,982.9848022,72.8261261,982.9848022,72.92269135,982.9848022,72.40475464,982.9848022,72.7902832,982.9848022,72.79436493,982.9848022,72.69965363,982.9848022,72.5798645,982.9848022,72.92171478,982.9848022,72.59111023,982.9848022,72.22153473,982.9848022,72.61203766,982.9848022,72.60665131,982.9848022,72.64585876,982.9848022,72.44039917,982.9848022,72.77671814,982.9848022,72.5783844,982.9848022,72.73497772,982.9848022,72.52762604,
981.9974365,89.53624725,981.9974365,103.318367,981.9974365,103.5318527,981.9974365,103.5040283,981.9974365,103.2957764,981.9974365,103.6171799,981.9974365,103.3412247,981.9974365,103.326416,981.9974365,103.4275513,981.9974365,103.1388397,981.9974365,103.3694382,981.9974365,103.4513092,981.9974365,103.2819748,981.9974365,103.4681091,981.9974365,103.2175293,981.9974365,103.2875061,981.9974365,103.247261,981.9974365,103.3255081,981.9974365,103.4238129,981.9974365,103.0489426,981.9974365,103.1537857,981.9974365,103.3092346,981.9974365,103.212677,981.9974365,100.5245438,981.9974365,100.4690552,981.9974365,100.2848053,981.9974365,100.2423172,981.9974365,100.4095917,981.9974365,100.6260071,981.9974365,100.5118866,981.9974365,100.5169067,981.9974365,100.1619949,981.9974365,100.4602661,981.9974365,100.5014877,981.9974365,100.3748932,981.9974365,100.3555679,981.9974365,100.2526169,981.9974365,100.2161255,981.9974365,100.0714264,981.9974365,100.0612411,981.9974365,100.1579971,981.9974365,99.09141541,981.9974365,98.84065247,981.9974365,98.66811371,981.9974365,98.84385681,981.9974365,98.87143707,981.9974365,98.97546387,981.9974365,98.35961151,981.9974365,98.2045517,981.9974365,98.39477539,981.9974365,98.3961792,981.9974365,98.31384277,981.9974365,98.02526093,981.9974365,98.73568726,981.9974365,98.63413239,981.9974365,98.41184998,981.9974365,98.33634949,981.9974365,98.4764328,981.9974365,98.37644958,981.9974365,98.55027008,981.9974365,98.6428833,981.9974365,99.37026978,981.9974365,100.0834808,981.9974365,99.60477448,981.9974365,100.1945114,981.9974365,100.218689,981.9974365,99.99946594,981.9974365,100.0368271,981.9974365,100.170578,981.9974365,100.020256,981.9974365,100.1060944,981.9974365,100.0361176,981.9974365,99.91374969,981.9974365,99.56972504,981.9974365,99.93714905,981.9974365,99.79455566,981.9974365,99.9229126,981.9974365,99.79358673,981.9974365,99.96391296,981.9974365,100.0588531,981.9974365,99.87302399,981.9974365,73.00753784,981.9974365,72.95156097,981.9974365,73.01238251,981.9974365,73.21353149,981.9974365,73.07038879,981.9974365,73.09966278,981.9974365,72.94394684,981.9974365,72.95458984,981.9974365,73.088974,981.9974365,72.70320129,981.9974365,72.73763275,981.9974365,72.95290375,981.9974365,73.02084351,981.9974365,72.79851532,981.9974365,72.96845245,981.9974365,72.94900513,981.9974365,72.14187622,981.9974365,72.96279907,981.9974365,72.88026428,981.9974365,72.58358002,981.9974365,72.86808777,981.9974365,72.8217392,981.9974365,72.61676025,981.9974365,72.89739227,981.9974365,72.71573639,
981.0093384,89.35150146,981.0093384,103.3861771,981.0093384,103.6442719,981.0093384,103.5718079,981.0093384,103.4619675,981.0093384,103.8047791,981.0093384,103.4102173,981.0093384,103.4987793,981.0093384,103.6489639,981.0093384,103.256485,981.0093384,103.5011673,981.0093384,103.5212021,981.0093384,103.4941788,981.0093384,103.522049,981.0093384,103.3862686,981.0093384,103.4740448,981.0093384,103.4110641,981.0093384,103.5186615,981.0093384,103.4764252,981.0093384,103.4463272,981.0093384,103.4227829,981.0093384,103.4705276,981.0093384,103.3185806,981.0093384,100.7740173,981.0093384,100.5955811,981.0093384,100.5946884,981.0093384,100.4816513,981.0093384,100.5921021,981.0093384,100.8484497,981.0093384,100.795517,981.0093384,100.3790741,981.0093384,100.2808456,981.0093384,100.5710831,981.0093384,100.5779648,981.0093384,100.3609619,981.0093384,100.3890305,981.0093384,100.2601852,981.0093384,100.491806,981.0093384,100.2834778,981.0093384,100.4319992,981.0093384,100.2735825,981.0093384,99.30747986,981.0093384,98.99430847,981.0093384,99.07221222,981.0093384,99.03497314,981.0093384,98.98432159,981.0093384,98.977211,981.0093384,98.70895386,981.0093384,98.59620667,981.0093384,98.4750824,981.0093384,98.70862579,981.0093384,98.54290009,981.0093384,98.43061829,981.0093384,99.01028442,981.0093384,98.8625946,981.0093384,98.59490967,981.0093384,98.37785339,981.0093384,98.63884735,981.0093384,98.70201111,981.0093384,98.75190735,981.0093384,98.91122437,981.0093384,99.53862,981.0093384,100.2558746,981.0093384,100.0209961,981.0093384,100.2988663,981.0093384,100.3547516,981.0093384,100.2707748,981.0093384,100.3046646,981.0093384,100.2560349,981.0093384,100.1743317,981.0093384,100.1632004,981.0093384,100.0894394,981.0093384,100.1885071,981.0093384,99.81233978,981.0093384,100.2287903,981.0093384,100.01651,981.0093384,100.0378723,981.0093384,100.0816116,981.0093384,100.1598511,981.0093384,100.3045425,981.0093384,100.2272873,981.0093384,73.09249878,981.0093384,73.11817169,981.0093384,73.14061737,981.0093384,73.32022095,981.0093384,73.07678986,981.0093384,73.18814087,981.0093384,72.98314667,981.0093384,72.94327545,981.0093384,73.22718811,981.0093384,72.78108215,981.0093384,73.01747131,981.0093384,72.9935379,981.0093384,73.00675964,981.0093384,72.9415741,981.0093384,72.98675537,981.0093384,73.00260925,981.0093384,72.29296875,981.0093384,72.85012054,981.0093384,72.88339996,981.0093384,72.88623047,981.0093384,72.96200562,981.0093384,72.95832062,981.0093384,72.8706131,981.0093384,72.80725861,981.0093384,72.78430176,
979.9887695,89.45854187,979.9887695,103.3292389,979.9887695,103.4821167,979.9887695,103.5791626,979.9887695,103.4225082,979.9887695,103.6318893,979.9887695,103.2837296,979.9887695,103.3188705,979.9887695,103.5065765,979.9887695,103.3427277,979.9887695,103.4655075,979.9887695,103.368721,979.9887695,103.393898,979.9887695,103.4353256,979.9887695,103.2543564,979.9887695,103.3091049,979.9887695,103.2448425,979.9887695,103.3377762,979.9887695,103.3486938,979.9887695,103.2002563,979.9887695,103.2577744,979.9887695,103.1965942,979.9887695,103.2049408,979.9887695,100.5378571,979.9887695,100.3445053,979.9887695,100.2594604,979.9887695,100.4432449,979.9887695,100.4308701,979.9887695,100.7294388,979.9887695,100.5185852,979.9887695,100.3130341,979.9887695,100.0924377,979.9887695,100.4169083,979.9887695,100.4877777,979.9887695,100.254715,979.9887695,100.420929,979.9887695,100.2198105,979.9887695,100.2430115,979.9887695,100.0527344,979.9887695,100.1843338,979.9887695,100.0869598,979.9887695,98.86032104,979.9887695,98.89552307,979.9887695,98.87884521,979.9887695,98.83557129,979.9887695,98.8401947,979.9887695,98.86524963,979.9887695,98.38334656,979.9887695,98.25101471,979.9887695,98.34605408,979.9887695,98.433815,979.9887695,98.5231781,979.9887695,98.12581635,979.9887695,98.69454193,979.9887695,98.72415924,979.9887695,98.45991516,979.9887695,98.19380188,979.9887695,98.53473663,979.9887695,98.3584137,979.9887695,98.70194244,979.9887695,98.59841919,979.9887695,99.3364563,979.9887695,100.0441208,979.9887695,99.7514801,979.9887695,100.1035309,979.9887695,100.2295227,979.9887695,100.122261,979.9887695,100.2143173,979.9887695,100.0682678,979.9887695,99.98326111,979.9887695,100.2464142,979.9887695,99.82320404,979.9887695,100.0146713,979.9887695,99.62219238,979.9887695,99.89494324,979.9887695,99.77980804,979.9887695,100.0087738,979.9887695,99.85688019,979.9887695,99.86832428,979.9887695,100.1089478,979.9887695,99.96601868,979.9887695,73.02431488,979.9887695,72.90512848,979.9887695,73.0464859,979.9887695,73.10470581,979.9887695,73.03025055,979.9887695,72.98838043,979.9887695,72.91390228,979.9887695,72.81490326,979.9887695,73.10549164,979.9887695,72.6680603,979.9887695,72.96788788,979.9887695,72.98358917,979.9887695,72.8411026,979.9887695,72.80028534,979.9887695,72.93676758,979.9887695,72.86721039,979.9887695,72.18819427,979.9887695,72.75634003,979.9887695,72.73874664,979.9887695,72.73925018,979.9887695,72.78401184,979.9887695,72.83743286,979.9887695,72.81148529,979.9887695,72.85195923,979.9887695,72.73349762,
978.9994507,89.48455811,978.9994507,103.383934,978.9994507,103.6309738,978.9994507,103.6292801,978.9994507,103.4050369,978.9994507,103.6943283,978.9994507,103.2955627,978.9994507,103.3705826,978.9994507,103.4942245,978.9994507,103.1671753,978.9994507,103.335907,978.9994507,103.2463531,978.9994507,103.3819351,978.9994507,103.414444,978.9994507,103.2144394,978.9994507,103.3427734,978.9994507,103.3199692,978.9994507,103.4399185,978.9994507,103.2396774,978.9994507,103.2475739,978.9994507,103.2012024,978.9994507,103.250946,978.9994507,103.2220001,978.9994507,100.6095276,978.9994507,100.3690872,978.9994507,100.3379135,978.9994507,100.4292145,978.9994507,100.3838806,978.9994507,100.6279373,978.9994507,100.5275879,978.9994507,100.3051147,978.9994507,100.2240448,978.9994507,100.4168549,978.9994507,100.4440918,978.9994507,100.2620544,978.9994507,100.4315262,978.9994507,100.2333755,978.9994507,100.2686462,978.9994507,100.0525589,978.9994507,100.2034454,978.9994507,100.008812,978.9994507,98.71712494,978.9994507,98.63005066,978.9994507,98.57525635,978.9994507,98.4897995,978.9994507,98.63162231,978.9994507,98.54514313,978.9994507,98.19285583,978.9994507,98.05487823,978.9994507,98.09073639,978.9994507,98.16204071,978.9994507,98.11730957,978.9994507,97.84146118,978.9994507,98.54753113,978.9994507,98.41439819,978.9994507,98.09229279,978.9994507,98.01795959,978.9994507,98.29032135,978.9994507,98.13179016,978.9994507,98.3347168,978.9994507,98.28253174,978.9994507,99.27562714,978.9994507,99.91131592,978.9994507,99.57501221,978.9994507,99.94042969,978.9994507,100.1339798,978.9994507,100.0623093,978.9994507,100.1174774,978.9994507,99.9348526,978.9994507,99.79429626,978.9994507,100.0756607,978.9994507,99.82897949,978.9994507,99.93526459,978.9994507,99.44394684,978.9994507,99.94837189,978.9994507,99.77290344,978.9994507,99.80531311,978.9994507,99.85321808,978.9994507,99.86617279,978.9994507,99.97877502,978.9994507,99.96601105,978.9994507,73.02353668,978.9994507,72.9930191,978.9994507,73.09689331,978.9994507,73.02555084,978.9994507,73.02498627,978.9994507,73.09539032,978.9994507,72.88504791,978.9994507,72.76222229,978.9994507,73.06134033,978.9994507,72.68756866,978.9994507,72.90045929,978.9994507,73.06266022,978.9994507,72.86943817,978.9994507,72.72524261,978.9994507,72.98652649,978.9994507,72.83531189,978.9994507,72.24743652,978.9994507,72.7900238,978.9994507,72.8573761,978.9994507,72.75494385,978.9994507,72.83987427,978.9994507,72.92019653,978.9994507,72.73229218,978.9994507,72.85656738,978.9994507,72.65006256,
978.0098267,89.60131073,978.0098267,103.23069,978.0098267,103.4396896,978.0098267,103.5101776,978.0098267,103.2479019,978.0098267,103.6475754,978.0098267,103.2221222,978.0098267,103.4604568,978.0098267,103.4223328,978.0098267,103.1571121,978.0098267,103.1934586,978.0098267,103.0017853,978.0098267,103.3327789,978.0098267,103.3647995,978.0098267,103.2865524,978.0098267,103.124855,978.0098267,103.2079468,978.0098267,103.2514191,978.0098267,103.1002426,978.0098267,103.1412277,978.0098267,103.169754,978.0098267,103.208252,978.0098267,103.0037994,978.0098267,100.5574722,978.0098267,100.3082657,978.0098267,100.4029236,978.0098267,100.2375031,978.0098267,100.3953552,978.0098267,100.6458664,978.0098267,100.1878967,978.0098267,100.1929855,978.0098267,99.99492645,978.0098267,100.3827438,978.0098267,100.3087006,978.0098267,100.3661041,978.0098267,100.3201447,978.0098267,100.1553192,978.0098267,100.1796875,978.0098267,100.018219,978.0098267,100.1837006,978.0098267,100.0347519,978.0098267,98.74851227,978.0098267,98.46865082,978.0098267,98.69184875,978.0098267,98.57694244,978.0098267,98.72720337,978.0098267,98.50097656,978.0098267,98.18780518,978.0098267,97.96740723,978.0098267,98.06010437,978.0098267,98.16100311,978.0098267,98.14329529,978.0098267,97.89925385,978.0098267,98.39876556,978.0098267,98.43650818,978.0098267,98.11901093,978.0098267,97.99532318,978.0098267,98.29212189,978.0098267,98.16329193,978.0098267,98.32450104,978.0098267,98.18333435,978.0098267,99.23582458,978.0098267,99.95521545,978.0098267,99.46763611,978.0098267,99.75254059,978.0098267,100.0008087,978.0098267,99.80583191,978.0098267,100.0392914,978.0098267,100.0563278,978.0098267,99.73720551,978.0098267,100.0234604,978.0098267,99.74782562,978.0098267,99.88721466,978.0098267,99.3605423,978.0098267,99.90917969,978.0098267,99.57383728,978.0098267,99.75170898,978.0098267,99.6762619,978.0098267,99.64261627,978.0098267,100.0267944,978.0098267,99.64012146,978.0098267,72.85116577,978.0098267,72.91764832,978.0098267,73.01065063,978.0098267,72.9006424,978.0098267,72.95934296,978.0098267,72.84770966,978.0098267,72.71014404,978.0098267,72.78386688,978.0098267,72.96903229,978.0098267,72.5062027,978.0098267,72.81861877,978.0098267,72.94953156,978.0098267,72.73776245,978.0098267,72.67776489,978.0098267,72.8595047,978.0098267,72.61107635,978.0098267,72.16603088,978.0098267,72.60532379,978.0098267,72.68304443,978.0098267,72.48210907,978.0098267,72.67864227,978.0098267,72.8061676,978.0098267,72.70127869,978.0098267,72.72935486,978.0098267,72.62059784,
976.9874878,89.44049835,976.9874878,103.3773193,976.9874878,103.540802,976.9874878,103.6669769,976.9874878,103.5383224,976.9874878,103.7541122,976.9874878,103.4202805,976.9874878,103.7418137,976.9874878,103.5396805,976.9874878,103.3577118,976.9874878,103.6491165,976.9874878,103.3087158,976.9874878,103.4395599,976.9874878,103.3875351,976.9874878,103.2634277,976.9874878,103.5394669,976.9874878,103.519455,976.9874878,103.5807495,976.9874878,103.50914,976.9874878,103.5009537,976.9874878,103.5207596,976.9874878,103.3850937,976.9874878,103.3971176,976.9874878,100.7805328,976.9874878,100.5504227,976.9874878,100.6386642,976.9874878,100.5743179,976.9874878,100.4296417,976.9874878,100.729332,976.9874878,100.7055893,976.9874878,100.4976959,976.9874878,100.5146027,976.9874878,100.599884,976.9874878,100.4910202,976.9874878,100.5629654,976.9874878,100.4670868,976.9874878,100.3996353,976.9874878,100.3711319,976.9874878,100.2580414,976.9874878,100.2828751,976.9874878,100.2880554,976.9874878,98.99899292,976.9874878,98.89767456,976.9874878,98.79160309,976.9874878,98.67072296,976.9874878,98.92514038,976.9874878,98.83520508,976.9874878,98.51119232,976.9874878,98.34464264,976.9874878,98.36895752,976.9874878,98.51155853,976.9874878,98.41412354,976.9874878,98.13976288,976.9874878,98.6774826,976.9874878,98.69650269,976.9874878,98.41177368,976.9874878,98.32950592,976.9874878,98.47045898,976.9874878,98.55332947,976.9874878,98.55037689,976.9874878,98.59445953,976.9874878,99.40960693,976.9874878,100.21492,976.9874878,99.75279236,976.9874878,100.1608963,976.9874878,100.2805862,976.9874878,100.1308899,976.9874878,100.19133,976.9874878,100.1215668,976.9874878,100.1166916,976.9874878,100.2353058,976.9874878,100.0892868,976.9874878,100.0260468,976.9874878,99.78903198,976.9874878,99.97563171,976.9874878,99.88536072,976.9874878,99.97787476,976.9874878,99.86393738,976.9874878,100.0512848,976.9874878,100.2410507,976.9874878,100.0058441,976.9874878,73.01644135,976.9874878,73.17591858,976.9874878,73.08973694,976.9874878,73.18955994,976.9874878,73.04920959,976.9874878,73.10587311,976.9874878,73.07532501,976.9874878,72.93094635,976.9874878,73.22958374,976.9874878,72.72793579,976.9874878,73.05484772,976.9874878,73.09234619,976.9874878,73.03448486,976.9874878,72.86000824,976.9874878,73.07495117,976.9874878,72.90522766,976.9874878,72.30998993,976.9874878,72.93402863,976.9874878,72.89878845,976.9874878,72.79923248,976.9874878,72.82646942,976.9874878,72.86729431,976.9874878,72.79419708,976.9874878,72.94592285,976.9874878,72.8319931,
