Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
653.9893188,84.84207153,653.9893188,102.158165,653.9893188,102.2767868,653.9893188,102.2431259,653.9893188,101.868103,653.9893188,102.486908,653.9893188,102.1628265,653.9893188,102.511528,653.9893188,102.4761658,653.9893188,102.4336853,653.9893188,102.5133362,653.9893188,102.0076752,653.9893188,102.3384933,653.9893188,102.1920776,653.9893188,102.2759171,653.9893188,102.3341904,653.9893188,102.3943176,653.9893188,102.4018784,653.9893188,102.2876358,653.9893188,102.3090591,653.9893188,102.2281265,653.9893188,102.3724442,653.9893188,102.3069992,653.9893188,99.37483978,653.9893188,99.2562027,653.9893188,98.99706268,653.9893188,99.26476288,653.9893188,99.30355835,653.9893188,99.23795319,653.9893188,99.22974396,653.9893188,99.09751129,653.9893188,98.98960876,653.9893188,99.32302856,653.9893188,99.21655273,653.9893188,99.14556885,653.9893188,99.24383545,653.9893188,99.07446289,653.9893188,99.05004883,653.9893188,98.97299194,653.9893188,98.87400055,653.9893188,98.87522888,653.9893188,96.87070465,653.9893188,97.18235779,653.9893188,96.91704559,653.9893188,96.94207001,653.9893188,97.18379974,653.9893188,97.03136444,653.9893188,96.56923676,653.9893188,96.44841003,653.9893188,96.55152893,653.9893188,96.50450897,653.9893188,96.57469177,653.9893188,96.40047455,653.9893188,96.87978363,653.9893188,96.68630219,653.9893188,96.46129608,653.9893188,96.49547577,653.9893188,96.69200134,653.9893188,96.70481873,653.9893188,96.88981628,653.9893188,96.60580444,653.9893188,98.34339905,653.9893188,98.51793671,653.9893188,98.11170959,653.9893188,98.25784302,653.9893188,98.4863205,653.9893188,98.365242,653.9893188,98.41061401,653.9893188,98.27822876,653.9893188,98.13256073,653.9893188,98.32663727,653.9893188,97.95372772,653.9893188,98.24520111,653.9893188,98.07770538,653.9893188,98.2647171,653.9893188,98.1002121,653.9893188,97.95200348,653.9893188,98.07481384,653.9893188,98.25852203,653.9893188,98.18017578,653.9893188,97.74720001,653.9893188,71.21392822,653.9893188,71.44902039,653.9893188,71.33839417,653.9893188,71.37866211,653.9893188,71.35522461,653.9893188,71.6910553,653.9893188,71.55086517,653.9893188,71.48229218,653.9893188,71.05316162,653.9893188,70.76366425,653.9893188,71.39463806,653.9893188,71.51242828,653.9893188,70.88282013,653.9893188,71.42002869,653.9893188,71.51959229,653.9893188,71.30306244,653.9893188,71.33694458,653.9893188,71.36904907,653.9893188,71.38806915,653.9893188,71.43768311,653.9893188,71.3850708,653.9893188,71.42250824,653.9893188,71.20739746,653.9893188,71.38970947,653.9893188,71.24864197,
653.0013428,84.81021118,653.0013428,101.9873276,653.0013428,102.1204681,653.0013428,102.1095428,653.0013428,101.7862701,653.0013428,102.3146896,653.0013428,102.0085907,653.0013428,102.3574677,653.0013428,102.3353577,653.0013428,102.1900406,653.0013428,102.3494339,653.0013428,101.9318466,653.0013428,102.1940689,653.0013428,102.0090714,653.0013428,102.2164078,653.0013428,102.1743927,653.0013428,102.2469406,653.0013428,102.2752533,653.0013428,102.2491226,653.0013428,102.1705856,653.0013428,102.1274567,653.0013428,102.1621017,653.0013428,102.1568909,653.0013428,99.29001617,653.0013428,99.06304169,653.0013428,98.87263489,653.0013428,99.16039276,653.0013428,99.18887329,653.0013428,99.06900787,653.0013428,98.99986267,653.0013428,99.00367737,653.0013428,98.87565613,653.0013428,99.18495178,653.0013428,99.01459503,653.0013428,99.08502197,653.0013428,99.0561142,653.0013428,98.91771698,653.0013428,98.794487,653.0013428,98.87214661,653.0013428,98.7326889,653.0013428,98.73950195,653.0013428,96.78421021,653.0013428,96.99452972,653.0013428,96.85771179,653.0013428,96.82441711,653.0013428,97.0353775,653.0013428,96.82460785,653.0013428,96.41074371,653.0013428,96.21851349,653.0013428,96.43471527,653.0013428,96.33705139,653.0013428,96.42837524,653.0013428,96.23722076,653.0013428,96.80644989,653.0013428,96.53978729,653.0013428,96.31898499,653.0013428,96.39850616,653.0013428,96.55301666,653.0013428,96.61103058,653.0013428,96.72985077,653.0013428,96.48959351,653.0013428,98.1915741,653.0013428,98.39067078,653.0013428,98.01983643,653.0013428,98.14123535,653.0013428,98.34950256,653.0013428,98.10134125,653.0013428,98.37046051,653.0013428,98.11256409,653.0013428,97.96470642,653.0013428,98.17938232,653.0013428,97.83571625,653.0013428,98.08209229,653.0013428,97.83781433,653.0013428,98.12311554,653.0013428,97.95610046,653.0013428,97.81317902,653.0013428,97.92783356,653.0013428,98.11325073,653.0013428,98.01598358,653.0013428,97.62510681,653.0013428,71.07715607,653.0013428,71.34500885,653.0013428,71.27204895,653.0013428,71.30555725,653.0013428,71.21388245,653.0013428,71.54389191,653.0013428,71.4477005,653.0013428,71.36550903,653.0013428,70.91085052,653.0013428,70.58150482,653.0013428,71.28107452,653.0013428,71.40995026,653.0013428,70.79221344,653.0013428,71.32199097,653.0013428,71.45570374,653.0013428,71.24650574,653.0013428,71.2616806,653.0013428,71.24417114,653.0013428,71.28272247,653.0013428,71.29718018,653.0013428,71.27752686,653.0013428,71.33131409,653.0013428,71.16608429,653.0013428,71.25750732,653.0013428,71.1622467,
652.0130615,84.83002472,652.0130615,101.9010391,652.0130615,101.9262466,652.0130615,101.9092712,652.0130615,101.5834122,652.0130615,102.1167374,652.0130615,101.8415909,652.0130615,102.2030258,652.0130615,102.1124725,652.0130615,102.0010986,652.0130615,102.159668,652.0130615,101.6939774,652.0130615,101.9551773,652.0130615,101.784668,652.0130615,102.0009613,652.0130615,102.0180206,652.0130615,101.9962311,652.0130615,102.0174866,652.0130615,102.0093231,652.0130615,101.9967651,652.0130615,101.9777298,652.0130615,101.9884949,652.0130615,101.9565201,652.0130615,99.12467957,652.0130615,98.86282349,652.0130615,98.6855011,652.0130615,98.98768616,652.0130615,99.0269928,652.0130615,98.93348694,652.0130615,98.85900116,652.0130615,98.77217865,652.0130615,98.71691132,652.0130615,98.99137115,652.0130615,98.8085556,652.0130615,98.8895874,652.0130615,98.92294312,652.0130615,98.78246307,652.0130615,98.64319611,652.0130615,98.72369385,652.0130615,98.55654144,652.0130615,98.59922028,652.0130615,96.55519867,652.0130615,96.85098267,652.0130615,96.62141418,652.0130615,96.6493988,652.0130615,96.86578369,652.0130615,96.69390869,652.0130615,96.18006134,652.0130615,96.0369339,652.0130615,96.19025421,652.0130615,96.19551849,652.0130615,96.29089355,652.0130615,96.08774567,652.0130615,96.5874939,652.0130615,96.31655121,652.0130615,96.11398315,652.0130615,96.21650696,652.0130615,96.39253998,652.0130615,96.39167786,652.0130615,96.50104523,652.0130615,96.26017761,652.0130615,97.96994781,652.0130615,98.15893555,652.0130615,97.83795166,652.0130615,97.95470428,652.0130615,98.15071106,652.0130615,97.98141479,652.0130615,98.13300323,652.0130615,97.98370361,652.0130615,97.79090118,652.0130615,98.04243469,652.0130615,97.66923523,652.0130615,97.85687256,652.0130615,97.71383667,652.0130615,97.95359802,652.0130615,97.8130188,652.0130615,97.59846497,652.0130615,97.73685455,652.0130615,97.92899323,652.0130615,97.85393524,652.0130615,97.44509125,652.0130615,70.89092255,652.0130615,71.18964386,652.0130615,71.16642761,652.0130615,71.19537354,652.0130615,71.16858673,652.0130615,71.40882874,652.0130615,71.36206818,652.0130615,71.21502686,652.0130615,70.82785034,652.0130615,70.45414734,652.0130615,71.21141815,652.0130615,71.2953186,652.0130615,70.60025024,652.0130615,71.20609283,652.0130615,71.31408691,652.0130615,71.10551453,652.0130615,71.05593109,652.0130615,71.09938049,652.0130615,71.10945892,652.0130615,71.16368866,652.0130615,71.12741852,652.0130615,71.23719788,652.0130615,70.99526215,652.0130615,71.17035675,652.0130615,71.05005646,
650.987915,84.78804016,650.987915,101.6737595,650.987915,101.8733597,650.987915,101.8286819,650.987915,101.454628,650.987915,102.0174484,650.987915,101.7456055,650.987915,102.0680084,650.987915,102.0862122,650.987915,101.9193497,650.987915,102.0899811,650.987915,101.616394,650.987915,101.859108,650.987915,101.6985168,650.987915,101.8812637,650.987915,101.8843079,650.987915,101.936409,650.987915,101.9381027,650.987915,101.8712845,650.987915,101.8905182,650.987915,101.8314972,650.987915,101.9925842,650.987915,101.8599167,650.987915,98.92601013,650.987915,98.77612305,650.987915,98.59048462,650.987915,98.89680481,650.987915,98.92214203,650.987915,98.8109436,650.987915,98.74055481,650.987915,98.61140442,650.987915,98.59619904,650.987915,98.84107971,650.987915,98.84060669,650.987915,98.80116272,650.987915,98.85293579,650.987915,98.64214325,650.987915,98.53554535,650.987915,98.6043396,650.987915,98.46537781,650.987915,98.43148804,650.987915,96.46124268,650.987915,96.70297241,650.987915,96.56086731,650.987915,96.49957275,650.987915,96.79484558,650.987915,96.6473999,650.987915,96.06687927,650.987915,95.96641541,650.987915,96.0936203,650.987915,96.09728241,650.987915,96.13368225,650.987915,95.98362732,650.987915,96.47286224,650.987915,96.24551392,650.987915,95.96585083,650.987915,96.09433746,650.987915,96.24991608,650.987915,96.29582214,650.987915,96.44256592,650.987915,96.21509552,650.987915,97.84140015,650.987915,98.07304382,650.987915,97.79647064,650.987915,97.80807495,650.987915,98.12505341,650.987915,97.89851379,650.987915,98.09396362,650.987915,97.79859161,650.987915,97.75070953,650.987915,97.96076965,650.987915,97.55393982,650.987915,97.79438019,650.987915,97.54250336,650.987915,97.80525208,650.987915,97.70653534,650.987915,97.54849243,650.987915,97.60458374,650.987915,97.77949524,650.987915,97.76155853,650.987915,97.35168457,650.987915,70.89021301,650.987915,71.08870697,650.987915,71.00065613,650.987915,71.05678558,650.987915,71.06175232,650.987915,71.32154083,650.987915,71.26977539,650.987915,71.1415863,650.987915,70.78387451,650.987915,70.41500092,650.987915,71.12466431,650.987915,71.16848755,650.987915,70.55180359,650.987915,71.14105988,650.987915,71.23719788,650.987915,71.03102112,650.987915,71.03426361,650.987915,71.02640533,650.987915,71.03607941,650.987915,71.13659668,650.987915,71.11488342,650.987915,71.1333847,650.987915,70.92596436,650.987915,71.14008331,650.987915,70.93105316,
649.9990845,84.81611633,649.9990845,101.5126114,649.9990845,101.6750946,649.9990845,101.6630859,649.9990845,101.2932281,649.9990845,101.9115677,649.9990845,101.5643158,649.9990845,101.9557266,649.9990845,101.8291016,649.9990845,101.7472,649.9990845,101.9075012,649.9990845,101.4222412,649.9990845,101.7039032,649.9990845,101.5424728,649.9990845,101.7497635,649.9990845,101.7410126,649.9990845,101.7231674,649.9990845,101.7631073,649.9990845,101.7201538,649.9990845,101.6975174,649.9990845,101.6973953,649.9990845,101.7404556,649.9990845,101.6856308,649.9990845,98.7747879,649.9990845,98.6150589,649.9990845,98.40211487,649.9990845,98.67436218,649.9990845,98.74277496,649.9990845,98.64756012,649.9990845,98.61631775,649.9990845,98.45489502,649.9990845,98.42831421,649.9990845,98.69770813,649.9990845,98.61143494,649.9990845,98.69211578,649.9990845,98.67162323,649.9990845,98.50215912,649.9990845,98.37825012,649.9990845,98.44921112,649.9990845,98.27140808,649.9990845,98.3169632,649.9990845,96.2877121,649.9990845,96.61056519,649.9990845,96.35442352,649.9990845,96.35625458,649.9990845,96.55110168,649.9990845,96.3855896,649.9990845,95.91742706,649.9990845,95.7821579,649.9990845,95.98917389,649.9990845,95.9252243,649.9990845,95.94525146,649.9990845,95.82099915,649.9990845,96.31142426,649.9990845,96.06112671,649.9990845,95.82454681,649.9990845,95.93222809,649.9990845,96.05633545,649.9990845,96.13316345,649.9990845,96.25878906,649.9990845,95.98261261,649.9990845,97.79149628,649.9990845,97.98256683,649.9990845,97.57326508,649.9990845,97.65602112,649.9990845,97.86598206,649.9990845,97.75617218,649.9990845,97.85971832,649.9990845,97.7514801,649.9990845,97.53262329,649.9990845,97.76495361,649.9990845,97.32161713,649.9990845,97.64222717,649.9990845,97.42742157,649.9990845,97.57389832,649.9990845,97.48978424,649.9990845,97.3415451,649.9990845,97.44863892,649.9990845,97.62621307,649.9990845,97.58513641,649.9990845,97.19800568,649.9990845,70.77506256,649.9990845,70.93560791,649.9990845,70.90370178,649.9990845,70.97632599,649.9990845,70.93080902,649.9990845,71.1931076,649.9990845,71.12516022,649.9990845,70.95166779,649.9990845,70.66342926,649.9990845,70.27877808,649.9990845,71.02793884,649.9990845,71.05039978,649.9990845,70.46878815,649.9990845,71.01467133,649.9990845,71.21079254,649.9990845,70.93703461,649.9990845,70.92933655,649.9990845,70.89702606,649.9990845,70.94480133,649.9990845,71.04621887,649.9990845,71.05329895,649.9990845,70.93179321,649.9990845,70.81398773,649.9990845,70.92971039,649.9990845,70.80794525,
649.0098877,84.8102951,649.0098877,101.4142609,649.0098877,101.4577255,649.0098877,101.5315323,649.0098877,101.1757736,649.0098877,101.72052,649.0098877,101.4565811,649.0098877,101.7505646,649.0098877,101.7276154,649.0098877,101.6527023,649.0098877,101.7489319,649.0098877,101.3217926,649.0098877,101.6038208,649.0098877,101.4700394,649.0098877,101.5909576,649.0098877,101.5915833,649.0098877,101.6584778,649.0098877,101.6844406,649.0098877,101.6587219,649.0098877,101.5268936,649.0098877,101.5716171,649.0098877,101.598381,649.0098877,101.6039124,649.0098877,98.69409943,649.0098877,98.50016785,649.0098877,98.2873764,649.0098877,98.63354492,649.0098877,98.63220215,649.0098877,98.46548462,649.0098877,98.41745758,649.0098877,98.38565826,649.0098877,98.33279419,649.0098877,98.54199219,649.0098877,98.50035095,649.0098877,98.48420715,649.0098877,98.51602936,649.0098877,98.40628815,649.0098877,98.29631805,649.0098877,98.28303528,649.0098877,98.14507294,649.0098877,98.20890045,649.0098877,96.19213104,649.0098877,96.44377899,649.0098877,96.31185913,649.0098877,96.21949768,649.0098877,96.47422791,649.0098877,96.27061462,649.0098877,95.78384399,649.0098877,95.65527344,649.0098877,95.79034424,649.0098877,95.77567291,649.0098877,95.83512878,649.0098877,95.71324921,649.0098877,96.23158264,649.0098877,95.89196014,649.0098877,95.71836853,649.0098877,95.85395813,649.0098877,95.91389465,649.0098877,95.96929932,649.0098877,96.13459778,649.0098877,95.88414001,649.0098877,97.66207886,649.0098877,97.81197357,649.0098877,97.45737457,649.0098877,97.52013397,649.0098877,97.8053894,649.0098877,97.5291748,649.0098877,97.75829315,649.0098877,97.558815,649.0098877,97.42621613,649.0098877,97.61940002,649.0098877,97.22582245,649.0098877,97.4077301,649.0098877,97.26596069,649.0098877,97.53398895,649.0098877,97.38525391,649.0098877,97.21165466,649.0098877,97.2958374,649.0098877,97.54977417,649.0098877,97.45561981,649.0098877,97.07420349,649.0098877,70.72221375,649.0098877,70.86376953,649.0098877,70.84806061,649.0098877,70.86636353,649.0098877,70.8503418,649.0098877,71.11433411,649.0098877,71.02548218,649.0098877,70.92121124,649.0098877,70.52371216,649.0098877,70.2011261,649.0098877,70.9245224,649.0098877,70.99388885,649.0098877,70.36144257,649.0098877,70.90272522,649.0098877,70.96806335,649.0098877,70.79650879,649.0098877,70.7798233,649.0098877,70.78852081,649.0098877,70.81759644,649.0098877,70.93123627,649.0098877,70.9094696,649.0098877,70.91313171,649.0098877,70.69723511,649.0098877,70.81632996,649.0098877,70.72741699,
647.9839478,84.82053375,647.9839478,101.3204575,647.9839478,101.4475937,647.9839478,101.4715347,647.9839478,101.0719757,647.9839478,101.6092911,647.9839478,101.2884979,647.9839478,101.6491318,647.9839478,101.6348877,647.9839478,101.4878235,647.9839478,101.6047134,647.9839478,101.2134705,647.9839478,101.5221329,647.9839478,101.3330002,647.9839478,101.390419,647.9839478,101.4261475,647.9839478,101.5271988,647.9839478,101.5173569,647.9839478,101.5468597,647.9839478,101.4405365,647.9839478,101.4144211,647.9839478,101.5384216,647.9839478,101.418045,647.9839478,98.56185913,647.9839478,98.4146347,647.9839478,98.15727997,647.9839478,98.46861267,647.9839478,98.49887848,647.9839478,98.44702148,647.9839478,98.29167938,647.9839478,98.24315643,647.9839478,98.2447052,647.9839478,98.47786713,647.9839478,98.29832458,647.9839478,98.40908051,647.9839478,98.44303894,647.9839478,98.25037384,647.9839478,98.1084137,647.9839478,98.17564392,647.9839478,98.03759003,647.9839478,98.00852966,647.9839478,96.00305939,647.9839478,96.29660797,647.9839478,96.10877991,647.9839478,96.11779785,647.9839478,96.34259033,647.9839478,96.16436005,647.9839478,95.63111877,647.9839478,95.50495148,647.9839478,95.73882294,647.9839478,95.67111206,647.9839478,95.75060272,647.9839478,95.59831238,647.9839478,96.06700897,647.9839478,95.85235596,647.9839478,95.57226563,647.9839478,95.69023132,647.9839478,95.8620224,647.9839478,95.84207153,647.9839478,95.98370361,647.9839478,95.76017761,647.9839478,97.50284576,647.9839478,97.6392746,647.9839478,97.26683807,647.9839478,97.41066742,647.9839478,97.597229,647.9839478,97.47045898,647.9839478,97.62310028,647.9839478,97.42060089,647.9839478,97.348526,647.9839478,97.51977539,647.9839478,97.13909149,647.9839478,97.34538269,647.9839478,97.06135559,647.9839478,97.37909698,647.9839478,97.25068665,647.9839478,97.10045624,647.9839478,97.19291687,647.9839478,97.42591095,647.9839478,97.33392334,647.9839478,96.97900391,647.9839478,70.58883667,647.9839478,70.79449463,647.9839478,70.75619507,647.9839478,70.78092957,647.9839478,70.69773102,647.9839478,71.03665161,647.9839478,70.9930191,647.9839478,70.80234528,647.9839478,70.46027374,647.9839478,70.13411713,647.9839478,70.84874725,647.9839478,70.90466309,647.9839478,70.2580719,647.9839478,70.84218597,647.9839478,70.93902588,647.9839478,70.6960144,647.9839478,70.69570923,647.9839478,70.69963074,647.9839478,70.72403717,647.9839478,70.81513977,647.9839478,70.83746338,647.9839478,70.81282043,647.9839478,70.67066193,647.9839478,70.77334595,647.9839478,70.64123535,
646.9941406,84.81461334,646.9941406,101.235672,646.9941406,101.3250351,646.9941406,101.3338699,646.9941406,100.9868393,646.9941406,101.5006409,646.9941406,101.2156525,646.9941406,101.5755386,646.9941406,101.4924393,646.9941406,101.3608246,646.9941406,101.5747681,646.9941406,101.1197815,646.9941406,101.4018555,646.9941406,101.1747742,646.9941406,101.3631439,646.9941406,101.3604431,646.9941406,101.495491,646.9941406,101.3961563,646.9941406,101.3657074,646.9941406,101.4178162,646.9941406,101.3645401,646.9941406,101.3843918,646.9941406,101.3304596,646.9941406,98.44897461,646.9941406,98.31399536,646.9941406,98.12247467,646.9941406,98.41083527,646.9941406,98.48040009,646.9941406,98.33538818,646.9941406,98.22647858,646.9941406,98.15763855,646.9941406,98.07100677,646.9941406,98.41917419,646.9941406,98.28718567,646.9941406,98.3009491,646.9941406,98.27262115,646.9941406,98.11048889,646.9941406,98.03923798,646.9941406,98.10191345,646.9941406,97.95114136,646.9941406,98.03500366,646.9941406,95.97270203,646.9941406,96.21175385,646.9941406,96.03193665,646.9941406,96.00450897,646.9941406,96.35184479,646.9941406,96.13970184,646.9941406,95.6082077,646.9941406,95.45899963,646.9941406,95.64044952,646.9941406,95.59381104,646.9941406,95.68997192,646.9941406,95.46302795,646.9941406,96.00932312,646.9941406,95.79981232,646.9941406,95.50973511,646.9941406,95.64803314,646.9941406,95.76385498,646.9941406,95.78853607,646.9941406,95.95378113,646.9941406,95.66091156,646.9941406,97.43724823,646.9941406,97.58733368,646.9941406,97.27648926,646.9941406,97.31098938,646.9941406,97.56893921,646.9941406,97.36891174,646.9941406,97.5586319,646.9941406,97.33721161,646.9941406,97.17689514,646.9941406,97.39616394,646.9941406,97.02839661,646.9941406,97.26348877,646.9941406,97.08013916,646.9941406,97.32888031,646.9941406,97.18965912,646.9941406,97.04471588,646.9941406,97.15817261,646.9941406,97.28074646,646.9941406,97.24343109,646.9941406,96.86237335,646.9941406,70.54374695,646.9941406,70.71283722,646.9941406,70.62913513,646.9941406,70.68083191,646.9941406,70.66065216,646.9941406,70.99021149,646.9941406,70.92264557,646.9941406,70.74925232,646.9941406,70.35074615,646.9941406,70.04101563,646.9941406,70.76567078,646.9941406,70.85907745,646.9941406,70.204422,646.9941406,70.7789917,646.9941406,70.87197113,646.9941406,70.73937988,646.9941406,70.70113373,646.9941406,70.67430115,646.9941406,70.67987061,646.9941406,70.76045227,646.9941406,70.72138977,646.9941406,70.75635529,646.9941406,70.55560303,646.9941406,70.75501251,646.9941406,70.58124542,
646.0042114,84.77903748,646.0042114,101.2153473,646.0042114,101.2741318,646.0042114,101.2462769,646.0042114,100.9473419,646.0042114,101.5206299,646.0042114,101.1948471,646.0042114,101.4746323,646.0042114,101.4888763,646.0042114,101.4427795,646.0042114,101.5164032,646.0042114,101.0974274,646.0042114,101.3333054,646.0042114,101.2387161,646.0042114,101.3742599,646.0042114,101.3260345,646.0042114,101.4124527,646.0042114,101.4041901,646.0042114,101.4385834,646.0042114,101.3116226,646.0042114,101.3079147,646.0042114,101.3592148,646.0042114,101.4119492,646.0042114,98.44815063,646.0042114,98.25966644,646.0042114,98.1370163,646.0042114,98.37745667,646.0042114,98.33249664,646.0042114,98.31304932,646.0042114,98.21591949,646.0042114,98.1390152,646.0042114,98.12108612,646.0042114,98.37519836,646.0042114,98.17149353,646.0042114,98.34249878,646.0042114,98.29703522,646.0042114,98.11108398,646.0042114,98.02301788,646.0042114,98.10405731,646.0042114,97.9196167,646.0042114,97.88647461,646.0042114,95.90864563,646.0042114,96.2077179,646.0042114,96.04216003,646.0042114,96.03672028,646.0042114,96.23578644,646.0042114,96.05433655,646.0042114,95.51928711,646.0042114,95.40444183,646.0042114,95.60684204,646.0042114,95.57524109,646.0042114,95.63747406,646.0042114,95.46400452,646.0042114,96.00090027,646.0042114,95.73149872,646.0042114,95.47210693,646.0042114,95.55703735,646.0042114,95.72884369,646.0042114,95.76242828,646.0042114,95.9354248,646.0042114,95.65864563,646.0042114,97.41643524,646.0042114,97.57201385,646.0042114,97.24136353,646.0042114,97.28862762,646.0042114,97.49489594,646.0042114,97.29956055,646.0042114,97.46640015,646.0042114,97.35725403,646.0042114,97.12108612,646.0042114,97.42277527,646.0042114,97.01194763,646.0042114,97.18354034,646.0042114,96.97707367,646.0042114,97.29277039,646.0042114,97.10671997,646.0042114,97.03956604,646.0042114,97.04800415,646.0042114,97.24478912,646.0042114,97.18968964,646.0042114,96.83544922,646.0042114,70.45417786,646.0042114,70.73326874,646.0042114,70.67501831,646.0042114,70.71634674,646.0042114,70.66346741,646.0042114,70.96245575,646.0042114,70.89803314,646.0042114,70.76312256,646.0042114,70.3748703,646.0042114,70.04472351,646.0042114,70.75054932,646.0042114,70.79660034,646.0042114,70.15119934,646.0042114,70.76648712,646.0042114,70.80665588,646.0042114,70.65700531,646.0042114,70.66399384,646.0042114,70.60667419,646.0042114,70.68066406,646.0042114,70.76593018,646.0042114,70.69120026,646.0042114,70.74651337,646.0042114,70.55083466,646.0042114,70.70592499,646.0042114,70.53925323,
645.013916,84.81365204,645.013916,101.0945053,645.013916,101.2448044,645.013916,101.1544113,645.013916,100.8773117,645.013916,101.4159241,645.013916,101.1138458,645.013916,101.4260406,645.013916,101.3837433,645.013916,101.2728195,645.013916,101.3903122,645.013916,101.0599976,645.013916,101.2496033,645.013916,101.0781403,645.013916,101.2881851,645.013916,101.2876968,645.013916,101.3429031,645.013916,101.3334885,645.013916,101.3255234,645.013916,101.2925262,645.013916,101.2220383,645.013916,101.2793808,645.013916,101.2742386,645.013916,98.31563568,645.013916,98.17106628,645.013916,97.960495,645.013916,98.21962738,645.013916,98.2813797,645.013916,98.18707275,645.013916,98.10028076,645.013916,98.01963043,645.013916,97.9706955,645.013916,98.24214172,645.013916,98.19205475,645.013916,98.15808868,645.013916,98.18093109,645.013916,97.985466,645.013916,97.90737915,645.013916,98.00708008,645.013916,97.77476501,645.013916,97.78225708,645.013916,95.80728912,645.013916,96.07435608,645.013916,95.91407776,645.013916,95.9046402,645.013916,96.16722107,645.013916,95.95087433,645.013916,95.5037384,645.013916,95.37242889,645.013916,95.51789093,645.013916,95.46085358,645.013916,95.52581024,645.013916,95.34798431,645.013916,95.8631897,645.013916,95.6618576,645.013916,95.36826324,645.013916,95.49242401,645.013916,95.67564392,645.013916,95.65044403,645.013916,95.80184937,645.013916,95.56633759,645.013916,97.36484528,645.013916,97.45897675,645.013916,97.0993042,645.013916,97.18977356,645.013916,97.45329285,645.013916,97.27230835,645.013916,97.39779663,645.013916,97.21331024,645.013916,97.08836365,645.013916,97.22845459,645.013916,96.86521912,645.013916,97.1529541,645.013916,96.96329498,645.013916,97.21770477,645.013916,97.02494812,645.013916,96.85979462,645.013916,97.01655579,645.013916,97.13312531,645.013916,97.10813141,645.013916,96.73094177,645.013916,70.43901062,645.013916,70.60058594,645.013916,70.60978699,645.013916,70.60447693,645.013916,70.56733704,645.013916,70.84986877,645.013916,70.85869598,645.013916,70.66104889,645.013916,70.3609314,645.013916,69.97419739,645.013916,70.61569214,645.013916,70.7121582,645.013916,70.10181427,645.013916,70.6907959,645.013916,70.74149323,645.013916,70.54655457,645.013916,70.56150818,645.013916,70.53813171,645.013916,70.60862732,645.013916,70.66661835,645.013916,70.64340973,645.013916,70.71420288,645.013916,70.40195465,645.013916,70.65296173,645.013916,70.46279907,
